[INFO] [1785738270.265423066] [cartesian_streamer]: CartesianStreamer khởi động (chờ Enable Robot từ UI).
  Stream rate:       15 Hz (period=66.7ms)
  Queue dt:          0.067 s
  Prebuffer points:  3
  Retry backoff:     66.0 ms
  Gửi PoseStamped lên: /cartesian_streamer/target_pose
  Gửi XYZ lên:        /cartesian_streamer/target_xyz
  Nhận EE pose tại:   /cartesian_streamer/current_pose
[INFO] [1785738270.747073086] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738272.747419098] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738274.748092780] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738277.247949287] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738279.747667221] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738281.747743676] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738283.747859340] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738285.747981331] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738288.247756438] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738290.248123217] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738292.249243356] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738294.747392058] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738296.747719496] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738298.748297859] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738301.247742524] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738303.248705276] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738305.747960862] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738308.247572970] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738310.247731989] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738312.247934072] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738314.748194143] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738317.247921734] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738319.747601757] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738321.747844584] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738324.247813562] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738326.248237221] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738328.746896961] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738330.747804462] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738332.747867278] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738335.247330907] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738337.247488052] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738339.748044113] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738342.247934633] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738344.248356876] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738346.747364234] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738348.748128089] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738351.247985081] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738353.248090948] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738355.747961522] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738358.248234649] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738360.248523798] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738362.747873767] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738365.247486846] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738367.247823429] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738369.748170331] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738372.247708180] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738374.247774168] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738376.747708164] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738378.748864848] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738381.247719768] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738383.747338167] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738385.747397661] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738387.747998942] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738390.247395451] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738392.247774839] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738394.747403425] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738396.747613719] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738398.747807319] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738401.247694425] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738403.247987906] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738405.747744655] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738407.748071070] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738410.247723491] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738412.747881274] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738415.247312384] [cartesian_streamer]: Chờ /joint_states...
