[INFO] [1785745463.303279416] [cartesian_streamer]: CartesianStreamer khởi động (chờ Enable Robot từ UI).
  Stream rate:       15 Hz (period=66.7ms)
  Queue dt:          0.067 s
  Prebuffer points:  3
  Retry backoff:     66.0 ms
  Gửi PoseStamped lên: /cartesian_streamer/target_pose
  Gửi XYZ lên:        /cartesian_streamer/target_xyz
  Nhận EE pose tại:   /cartesian_streamer/current_pose
[INFO] [1785745463.783819047] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745465.783859084] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745467.784134479] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745470.284533658] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745472.783380383] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745474.783756036] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745476.784143212] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745479.284625850] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745481.783999251] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745483.784712755] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745486.283931024] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745488.784015254] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745490.784324916] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745493.284711977] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745495.783964827] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745498.284612792] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745500.783791424] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745502.784513824] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745505.284127386] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745507.783884427] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745509.783991715] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745512.284949712] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745514.784353570] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745517.284472874] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745519.784048610] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745522.284299080] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745524.783686493] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745526.784715682] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745529.283653713] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745531.284353760] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745533.783383494] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745536.283742276] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745538.284886259] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745540.783626180] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745542.783635118] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745544.784842900] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745547.284136803] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745549.783768012] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745551.783861073] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745554.284108320] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745556.784279518] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745559.283790766] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745561.284058414] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745563.284309032] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745565.784008196] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745568.284119884] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745570.784215996] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745572.784262527] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745575.283594908] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745577.284166932] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745579.783953578] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745581.784468968] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745584.283953847] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745586.783586428] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745588.784118053] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745590.784132152] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745593.284489793] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745595.784353143] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745598.283793122] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745600.284022167] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745602.783919367] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745604.784586432] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745607.284349378] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745609.284407750] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785745611.784082629] [cartesian_streamer]: Chờ /joint_states...
