[INFO] [1785746727.171620005] [cartesian_streamer]: CartesianStreamer khởi động (chờ Enable Robot từ UI).
  Stream rate:       15 Hz (period=66.7ms)
  Queue dt:          0.067 s
  Prebuffer points:  3
  Retry backoff:     66.0 ms
  Gửi PoseStamped lên: /cartesian_streamer/target_pose
  Gửi XYZ lên:        /cartesian_streamer/target_xyz
  Nhận EE pose tại:   /cartesian_streamer/current_pose
[INFO] [1785746727.652291505] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746729.653144876] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746732.152900235] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746734.652289116] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746736.652764351] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746739.152717481] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746741.653183832] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746744.153172895] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746746.652883443] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746748.653462351] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746751.153127893] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746753.652965574] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746756.152751474] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746758.154417179] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746760.654144797] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746763.152507099] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746765.153309470] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746767.652845851] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746769.653593903] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746772.152967822] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746774.652613675] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746776.652697252] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746779.152685740] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746781.153266270] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746783.652949949] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746785.653046981] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746788.153060229] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746790.153147621] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746792.652936790] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746794.653161928] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746797.152679385] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746799.652873592] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746802.152444961] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746804.152944357] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746806.653693532] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746809.152635516] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746811.152881980] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746813.152944166] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746815.652720478] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746817.652957246] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746820.152620609] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746822.153812381] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746824.653069127] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746827.152820677] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746829.152929615] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746831.652964639] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746834.152537503] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746836.153264877] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746838.652339287] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746840.653428771] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746843.152991235] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746845.652661086] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746847.652832782] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746850.152877865] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746852.153771223] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746854.652367356] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746856.652600533] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746858.653081620] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746861.152793114] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746863.152900056] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746865.652894397] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746867.652963976] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746870.152934359] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746872.153314485] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785746874.652952779] [cartesian_streamer]: Chờ /joint_states...
