[INFO] [1785738590.660559088] [cartesian_streamer]: CartesianStreamer khởi động (chờ Enable Robot từ UI).
  Stream rate:       15 Hz (period=66.7ms)
  Queue dt:          0.067 s
  Prebuffer points:  3
  Retry backoff:     66.0 ms
  Gửi PoseStamped lên: /cartesian_streamer/target_pose
  Gửi XYZ lên:        /cartesian_streamer/target_xyz
  Nhận EE pose tại:   /cartesian_streamer/current_pose
[INFO] [1785738591.143030415] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738593.643693050] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738595.643694396] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738598.143066073] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738600.143505453] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738602.643558801] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738604.643612676] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738606.643656132] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738609.143635747] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738611.642996487] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738613.643381014] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738615.643721732] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738618.143261843] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738620.143702090] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738622.144166002] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738624.643565242] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738627.143363731] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738629.143937771] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738631.643294450] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738634.144134354] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738636.144662990] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738638.642867372] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738640.643259799] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738642.643890425] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738645.143609894] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738647.143811451] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738649.643695392] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738652.142725490] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738654.143122198] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738656.143648837] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738658.643590964] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738661.143297088] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738663.143352800] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738665.643548024] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738667.643760453] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738670.143004536] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738672.143309616] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738674.642821156] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738676.643826091] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738679.143045432] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738681.143794295] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738683.643552970] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738686.143382143] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738688.644076126] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738691.144011258] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738693.643816659] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738696.142686518] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738698.143932191] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738700.643204449] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738702.643906904] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738705.143897889] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738707.643286823] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738709.643937267] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738712.142976687] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738714.144167058] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738716.643492171] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738718.643560526] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738720.643953523] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738723.143985047] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738725.643935562] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738728.143250193] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738730.143602749] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738732.143844530] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738734.144149653] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785738736.643895700] [cartesian_streamer]: Chờ /joint_states...
